,datetime,duration,title,genres,release_date,movie_id,user_id
427,2017-01-02 20:59:41,163943.0,Froning: The Fittest Man in History,Documentary,2015-10-02,a7e1301d7a,4ce509bcef
428,2017-01-02 00:15:06,456.0,The Keeping Room,"Drama, Western",2015-09-25,a124bf390e,775a8ab995
429,2017-01-02 12:03:58,5405.0,The Way He Looks,"Drama, Romance",2014-11-07,45bdd5d8f7,e3811aff6f
430,2017-01-02 16:08:50,20168.0,Ender's Game,"Action, Adventure, Fantasy, Sci-Fi",2013-11-01,91ad26f32a,b98dac947a
431,2017-01-02 16:41:48,20840.0,London Has Fallen,"Action, Thriller",2016-03-04,f77e500e7a,0cfc45f1b6
432,2017-01-02 18:00:06,5426.0,Sing Street,"Comedy, Drama, Music, Romance",2016-03-17,165109732c,d8d4832164
433,2017-01-02 19:24:25,6061.0,The Pyramid,"Action, Adventure, Horror, Mystery, Thriller",2014-12-05,9a3d081d75,d3eced9949
434,2017-01-02 20:12:14,5330.0,Naomi and Ely's No Kiss List,"Comedy, Drama, Romance",2015-09-18,4d82840169,114dce7f24
435,2017-01-02 20:13:13,90125.0,Jane Got a Gun,"Action, Drama, Western",2016-01-29,75b2709654,99a45d94c3
436,2017-01-02 23:10:02,462.0,Dazed and Confused,Comedy,1994-02-10,40f6e6e39f,add9c89ef2
437,2017-01-02 01:43:26,5106.0,Turbo Kid,"Action, Adventure, Comedy, Horror, Sci-Fi",2015-08-28,2afb845b92,13f516850c
438,2017-01-02 03:19:54,61201.0,Septembers of Shiraz,Thriller,2016-06-24,9752a55c30,d19dea6120
439,2017-01-02 10:19:56,17469.0,"Daddy, I'm a Zombie","Animation, Comedy, Fantasy, Horror",2012-01-10,b28338df9b,c697396ea7
440,2017-01-02 17:05:29,1605.0,After Earth,"Action, Adventure, Sci-Fi",2013-05-31,e6f3ab3ff1,e1798d3929
441,2017-01-02 20:45:05,6789.0,Push,"Action, Sci-Fi, Thriller",2009-02-06,c7c124e409,1ec083a8bd
442,2017-01-02 22:01:42,139059.0,Ratchet and Clank,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",2016-04-29,b264b980a6,bf280fdf69
443,2017-01-02 22:13:13,189139.0,The Ridiculous 6,"Action, Adventure, Comedy, Western",2015-12-11,1d4dcbbcc8,3dfad85da7
444,2017-01-02 22:29:08,2957.0,London Has Fallen,"Action, Thriller",2016-03-04,f77e500e7a,0cfc45f1b6
445,2017-01-02 13:36:27,6464.0,Get Real,"Comedy, Drama, Romance",1999-04-30,1d96fe860f,e3811aff6f
446,2017-01-02 15:11:05,2171.0,"Daddy, I'm a Zombie","Animation, Comedy, Fantasy, Horror",2012-01-10,b28338df9b,c697396ea7
447,2017-01-02 17:33:50,11041.0,Titanic,"Drama, Romance",1997-12-19,dc9a965c2a,e8fd4f8cb0
448,2017-01-02 17:46:25,97358.0,Arthur Christmas,"Animation, Adventure, Comedy, Family, Fantasy",2011-11-23,e013ab5a31,8c22140930
449,2017-01-02 18:17:38,990.0,Iron Man 3,"Action, Adventure, Sci-Fi",2013-05-03,afab92c7a7,c86105b980
450,2017-01-02 18:30:45,5399.0,The Good Neighbor,"Crime, Drama, Horror, Thriller",2017-08-14,604727e362,c7afba0672
451,2017-01-02 19:23:01,1749.0,About Last Night,"Comedy, Romance",2014-02-14,f7d088d208,6d9874c7a7
452,2017-01-02 19:31:42,5965.0,Searching for Sugar Man,"Documentary, Biography, Music",2012-07-26,526160e63d,d8d4832164
453,2017-01-02 19:47:50,4432.0,Only the Dead,"Documentary, Biography, History, War",2016-02-15,202e59f335,947bce3d03
454,2017-01-02 20:37:08,371.0,Step Up: All In,"Drama, Music, Romance",2014-08-08,72ad6b6dd5,4d121f30e2
455,2017-01-02 22:57:09,7573.0,The Equalizer,"Action, Crime, Thriller",2014-09-26,c738cc60db,8981732f46
456,2017-01-02 23:18:25,54299.0,London Has Fallen,"Action, Thriller",2016-03-04,f77e500e7a,0cfc45f1b6
457,2017-01-02 00:14:01,6967.0,Good Will Hunting,"Drama, Romance",1998-01-09,196b10fbd4,5ae0745106
458,2017-01-02 02:40:06,168211.0,Anastasia,"Animation, Adventure, Drama, Family, Fantasy, Musical, Mystery, Romance",1997-11-21,8fa40c20c6,f89c7e024e
459,2017-01-02 10:35:26,6081.0,My Best Friend's Wedding,"Comedy, Drama, Romance",1997-06-20,2af900d312,22eb62225f
460,2017-01-02 14:47:23,3224.0,Reincarnated,"Documentary, Music",2013-03-22,1c0dacfba3,d960bd4fd0
461,2017-01-02 16:40:04,15410.0,London Has Fallen,"Action, Thriller",2016-03-04,f77e500e7a,c5e12cc2e0
462,2017-01-02 17:56:08,155226.0,Ratchet and Clank,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",2016-04-29,b264b980a6,2d8a5c6e4b
463,2017-01-02 18:03:47,517.0,Think Like a Man Too,"Comedy, Romance",2014-06-20,a0fe49f889,18c10ac8e5
464,2017-01-02 20:43:19,8262.0,Step Up: All In,"Drama, Music, Romance",2014-08-08,72ad6b6dd5,4d121f30e2
465,2017-01-02 21:00:03,9540.0,Stealing Cars,Drama,2016-04-05,3fb981968b,a2aeded38e
466,2017-01-02 21:08:17,7239.0,The Ouija Experiment,Horror,2014-05-02,77991779f3,d3eced9949
467,2017-01-02 21:53:56,2651.0,Jane Got a Gun,"Action, Drama, Western",2016-01-29,75b2709654,f9cae22f3f
468,2017-01-02 22:48:03,85097.0,The DUFF,"Comedy, Romance",2015-02-20,cca7749d82,36951042f5
469,2017-01-02 16:39:15,6000.0,Lucy,"Action, Sci-Fi, Thriller",2014-07-25,b0e0b5c31d,9ed0ba2d33
470,2017-01-02 17:52:51,17509.0,The Equalizer,"Action, Crime, Thriller",2014-09-26,c738cc60db,5a06b05258
471,2017-01-02 22:57:24,5326.0,Final Destination,"Horror, Thriller",2000-03-17,da118b42a3,075200b124
472,2017-01-02 23:01:01,594.0,Step Up: All In,"Drama, Music, Romance",2014-08-08,72ad6b6dd5,4d121f30e2
473,2017-01-02 23:16:13,1327002.0,The Gift,"Drama, Mystery, Thriller",2015-08-07,197d8eb56e,c8b85751de
474,2017-01-02 00:50:43,3159.0,Ratchet and Clank,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",2016-04-29,b264b980a6,692e4b9cce
475,2017-01-02 01:01:17,42073.0,London Has Fallen,"Action, Thriller",2016-03-04,f77e500e7a,2e369d921a
476,2017-01-02 01:50:57,2966.0,Need for Speed,"Action, Crime, Thriller",2014-03-14,2deaf4b410,93e9369e81
477,2017-01-02 03:14:39,2916.0,The Equalizer,"Action, Crime, Thriller",2014-09-26,c738cc60db,13f516850c
478,2017-01-02 19:59:02,13588.0,That's My Boy,Comedy,2012-06-15,f01883fd7e,faefaa62d2
479,2017-01-02 20:10:44,5662.0,Home Alone,"Comedy, Family",1990-11-16,752c2074aa,c7afba0672
480,2017-01-02 20:22:10,632.0,Anatomy of a Love Seen,"Drama, Romance",2014-07-18,5af9d8b37a,245c125708
481,2017-01-02 20:32:54,2619.0,13TH,"Documentary, Crime",2016-10-07,0012619607,d960bd4fd0
482,2017-01-02 21:02:04,445683.0,Sicario,"Action, Crime, Drama, Mystery, Thriller",2015-10-02,f33856f257,c5e12cc2e0
483,2017-01-02 21:05:25,4520.0,Lo and Behold: Reveries of the Connected World,Documentary,2016-08-19,9ea98adacb,ca4819b35c
484,2017-01-02 21:25:21,1780.0,Titanic,"Drama, Romance",1997-12-19,dc9a965c2a,e8fd4f8cb0
485,2017-01-02 22:38:14,25756.0,Jane Got a Gun,"Action, Drama, Western",2016-01-29,75b2709654,f9cae22f3f
486,2017-01-02 11:53:19,29918.0,All Work All Play,Documentary,2015-07-21,58b93e71be,d2b1123bae
487,2017-01-02 15:43:10,12776.0,Brotherly Love,Drama,2015-04-24,9e8df34a48,456ffa0e1e
488,2017-01-02 19:52:35,70351.0,No Good Deed,"Action, Crime, Drama, Horror, Thriller",2014-09-12,ba8f3cc202,6d9874c7a7
489,2017-01-02 21:23:41,1673.0,Fantastic Four,"Action, Adventure, Fantasy, Sci-Fi",2005-07-08,508ba11f9d,93e9369e81
490,2017-01-02 22:06:00,5880.0,London Has Fallen,"Action, Thriller",2016-03-04,f77e500e7a,dddcd48522
491,2017-01-02 22:32:48,89526.0,Cocaine Cowboys Reloaded,"Documentary, Crime, History",2014-07-08,5a8c8a1ef1,6e4f2e237d
492,2017-01-02 23:02:13,6297.0,Layer Cake,"Action, Crime, Drama, Thriller",2005-06-03,1e99bfeb67,e587c05ffd
493,2017-01-02 00:09:26,955.0,Big Momma's House,"Action, Comedy, Crime",2000-06-02,c72a78e7a3,1daab4d5ce
494,2017-01-02 02:40:39,41399.0,Grown Ups,Comedy,2010-06-25,a06f945a82,93e9369e81
495,2017-01-02 09:34:02,2815.0,Chaos,"Action, Crime, Drama, Thriller",2005-12-15,3431d3a9bc,f9a35f2935
496,2017-01-02 17:20:20,2490.0,We Are Legion: The Story of the Hacktivists,Documentary,2012-10-30,4e7a23a33f,a22b020f22
497,2017-01-02 20:44:36,1186.0,Just My Luck,"Comedy, Fantasy, Romance",2006-05-12,001718c1fe,18c10ac8e5
498,2017-01-02 22:00:11,3159.0,Titanic,"Drama, Romance",1997-12-19,dc9a965c2a,e8fd4f8cb0
499,2017-01-02 22:30:05,66406.0,London Has Fallen,"Action, Thriller",2016-03-04,f77e500e7a,f9490d1bbe
500,2017-01-02 22:55:21,54840.0,The Wipers Times,War,2013-09-11,de64d98d07,775a8ab995
501,2017-01-02 23:45:30,49400.0,The Family,"Comedy, Crime, Thriller",2013-09-13,7ad981e8e8,faefaa62d2
502,2017-01-02 01:10:01,4200.0,Everything Must Go,Drama,2011-10-14,b47fce8755,36f26fa25c
503,2017-01-02 10:20:57,5253.0,Chaos,"Action, Crime, Drama, Thriller",2005-12-15,3431d3a9bc,f9a35f2935
504,2017-01-02 15:12:02,466.0,Lucy,"Action, Sci-Fi, Thriller",2014-07-25,b0e0b5c31d,6952698e9c
505,2017-01-02 17:42:05,226356.0,After Earth,"Action, Adventure, Sci-Fi",2013-05-31,e6f3ab3ff1,e1798d3929
506,2017-01-02 18:12:37,15600.0,Dumb and Dumber To,Comedy,2014-11-14,813e27a9ea,0b692aa5f7
507,2017-01-02 18:15:12,10658.0,Man from Reno,"Crime, Drama, Mystery, Thriller",2015-03-27,2472dd5afe,9161eb4f59
508,2017-01-02 19:18:22,919.0,Fury,"Action, Drama, War",2014-10-17,3d60fbd028,456ffa0e1e
509,2017-01-02 20:32:57,696531.0,London Has Fallen,"Action, Thriller",2016-03-04,f77e500e7a,245c125708
510,2017-01-02 21:04:22,6198.0,Just My Luck,"Comedy, Fantasy, Romance",2006-05-12,001718c1fe,18c10ac8e5
511,2017-01-02 21:17:53,6140.0,Sing Street,"Comedy, Drama, Music, Romance",2016-03-17,165109732c,f0f03ef6c0
512,2017-01-02 21:48:30,4800.0,Misconduct,"Crime, Drama, Mystery, Thriller",2016-02-05,715d1a6e21,43a20208a4
513,2017-01-02 21:52:27,6617.0,The Rundown,"Action, Adventure, Comedy, Thriller",2003-09-26,66236a86dd,93e9369e81
514,2017-01-02 23:29:26,13199.0,World War Z,"Action, Adventure, Horror, Sci-Fi",2013-06-21,30c17c9520,9ed0ba2d33
515,2017-01-02 00:18:32,171961.0,The Equalizer,"Action, Crime, Thriller",2014-09-26,c738cc60db,f45dcc8d8f
516,2017-01-02 11:17:39,7013.0,The DUFF,"Comedy, Romance",2015-02-20,cca7749d82,764674701e
517,2017-01-02 15:19:48,108802.0,Lucy,"Action, Sci-Fi, Thriller",2014-07-25,b0e0b5c31d,6952698e9c
518,2017-01-02 18:02:41,87729.0,Zeitgeist: Addendum,"Documentary, History, War",2008-10-02,12b1284e9b,a22b020f22
519,2017-01-02 20:23:40,5304.0,The SpongeBob SquarePants Movie,"Animation, Action, Adventure, Comedy, Family, Fantasy",2004-11-19,a80d6fc2aa,c3d02b7c6c
520,2017-01-02 20:51:02,6000.0,The Boxtrolls,"Animation, Adventure, Comedy, Family, Fantasy",2014-09-26,7e20bc6930,8d476bbef8
521,2017-01-02 21:08:23,6019.0,The Hunter,"Adventure, Drama, Thriller",2011-10-06,16554b016d,947bce3d03
522,2017-01-02 22:30:44,6754.0,Catching the Sun,"Documentary, Drama, History, News",2016-04-01,a629abed3c,ca4819b35c
523,2017-01-02 22:41:09,7047.0,Dirty Grandpa,Comedy,2016-01-22,0f49a6ca95,9d70ba662d
524,2017-01-02 22:47:40,68606.0,Clueless,"Comedy, Romance",1995-07-19,fc8d2d5cbc,18c10ac8e5
525,2017-01-02 23:50:12,1504.0,Date Movie,"Comedy, Romance",2006-02-17,9088aacfab,dddcd48522
526,2017-01-02 00:26:14,3816.0,London Has Fallen,"Action, Thriller",2016-03-04,f77e500e7a,7cbcc791bf
527,2017-01-02 00:26:28,5191.0,Jack and Jill,Comedy,2011-11-11,8900d3de7a,1daab4d5ce
528,2017-01-02 02:56:30,6219.0,Pride and Prejudice and Zombies,"Action, Comedy, Fantasy, Horror, Romance",2016-02-05,a662eb57da,cf7393a2b4
529,2017-01-02 11:57:10,475.0,The Time Machine,"Action, Adventure, Sci-Fi",2002-03-08,c2511ea25e,f9a35f2935
530,2017-01-02 14:49:01,34353.0,The Pyramid,"Action, Adventure, Horror, Mystery, Thriller",2014-12-05,9a3d081d75,cd03da9e46
531,2017-01-02 23:43:00,1573.0,City of God,"Crime, Drama",2004-02-13,c049fbc5aa,93e9369e81
532,2017-01-02 00:55:15,1517.0,The Prophecy,"Action, Crime, Drama, Fantasy, Horror, Mystery, Thriller",1995-09-01,1274e4a2a5,f1b9913564
533,2017-01-02 01:17:58,161756.0,Good Will Hunting,"Drama, Romance",1998-01-09,196b10fbd4,3d8546e6de
534,2017-01-02 14:04:16,1200.0,The Last Stand,"Action, Thriller",2013-01-18,ea5aef086f,c5bf4f3f57
535,2017-01-02 14:17:08,20340.0,The Siege of Jadotville,"Action, Drama, History, Thriller, War",2016-10-07,f4aa3f0843,93e9369e81
536,2017-01-02 16:15:55,50400.0,Pride and Prejudice and Zombies,"Action, Comedy, Fantasy, Horror, Romance",2016-02-05,a662eb57da,b9c100523b
537,2017-01-02 17:07:09,86854.0,Dead Man Down,"Action, Crime, Drama, Thriller",2013-03-08,0011c654a9,1f49ba50e5
538,2017-01-02 18:04:09,83652.0,London Has Fallen,"Action, Thriller",2016-03-04,f77e500e7a,714c0fa524
539,2017-01-02 18:19:51,5870.0,Jane Got a Gun,"Action, Drama, Western",2016-01-29,75b2709654,245c125708
540,2017-01-02 19:41:00,5400.0,The Twilight Saga: New Moon,"Adventure, Drama, Fantasy, Romance",2009-11-20,5d495dbf00,d90f46dad1
541,2017-01-02 20:44:32,530420.0,Lucy,"Action, Sci-Fi, Thriller",2014-07-25,b0e0b5c31d,ca57dd3e2d
542,2017-01-02 22:56:51,429574.0,Misconduct,"Crime, Drama, Mystery, Thriller",2016-02-05,715d1a6e21,c01be52236
543,2017-01-02 00:03:20,138102.0,Dawn of the Planet of the Apes,"Action, Adventure, Drama, Sci-Fi",2014-07-11,223b466e09,c26ae66967
544,2017-01-02 00:23:51,4800.0,Beneath,"Horror, Mystery, Thriller",2007-08-07,d4df390a04,6e879c6911
545,2017-01-02 13:21:02,8886.0,Gone Girl,"Drama, Mystery, Thriller",2014-10-03,4abd6a2b0a,764674701e
546,2017-01-02 18:31:27,16611.0,Bee Movie,"Animation, Adventure, Comedy, Family",2007-11-02,257f9d2f23,81e65f01ba
547,2017-01-02 19:26:21,2086.0,The Pyramid,"Action, Adventure, Horror, Mystery, Thriller",2014-12-05,9a3d081d75,aa28e6024c
548,2017-01-02 19:39:08,596.0,13TH,"Documentary, Crime",2016-10-07,0012619607,af73c1cebd
549,2017-01-02 01:22:20,64591.0,National Lampoon's Van Wilder,"Comedy, Romance",2002-04-05,1719fc4fb6,68028d6837
550,2017-01-02 02:27:11,77194.0,Learning to Drive,"Comedy, Drama, Romance",2015-08-21,4e1401b7ab,8e1be40e32
551,2017-01-02 10:09:56,4431.0,Shooter,"Action, Drama, Thriller",2007-03-23,60000b92c6,d9ba8b2e27
552,2017-01-02 12:08:50,5647.0,Leprechaun,"Comedy, Fantasy, Horror",1993-01-08,6c1c1c803c,f9a35f2935
553,2017-01-02 18:55:41,6449.0,Anomalisa,"Animation, Comedy, Drama, Romance",2016-03-11,fb25741693,a1e43051ce
554,2017-01-02 19:38:42,5331.0,No Good Deed,"Action, Crime, Drama, Horror, Thriller",2014-09-12,ba8f3cc202,456ffa0e1e
555,2017-01-02 19:56:17,4857.0,XOXO,"Drama, Music",2016-08-26,7369676dec,93e9369e81
556,2017-01-02 20:21:01,7500.0,Fury,"Action, Drama, War",2014-10-17,3d60fbd028,ef15c712e4
557,2017-01-02 20:28:15,79285.0,About Last Night,"Comedy, Romance",2014-02-14,f7d088d208,0f4f855f34
558,2017-01-02 21:10:10,6810.0,Into the Inferno,Documentary,2016-10-28,f2285bd5d1,b49d3957c4
559,2017-01-03 02:20:21,35469.0,The Twilight Saga: Eclipse,"Adventure, Drama, Fantasy, Romance",2010-06-30,9a8d6d5e4e,03aa73fdd4
560,2017-01-03 03:07:18,401.0,Skiptrace,"Action, Adventure, Comedy, Crime, Thriller",2016-09-02,4143c69ec2,a6fba0f61c
561,2017-01-03 09:32:48,2806.0,Outback Christmas,"Animation, Family",2005-12-21,aa61f47b9f,4962602e81
562,2017-01-03 16:54:41,5063.0,London Has Fallen,"Action, Thriller",2016-03-04,f77e500e7a,ebf43c36b6
563,2017-01-03 01:07:16,599.0,Vegucated,"Documentary, Comedy",2011-09-10,78e0569b2b,92a41889e3
564,2017-01-03 03:01:31,5400.0,The Final Girls,"Comedy, Drama, Fantasy, Horror, Thriller",2015-11-05,ed82545a70,4f285fc05c
565,2017-01-03 12:01:53,22397.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"Comedy, Crime",1996-01-12,4ebb71b142,b6b51a8e70
566,2017-01-03 13:28:50,12904.0,Anchorman: The Legend Continues,Comedy,2013-12-18,f80b7002bb,faefaa62d2
567,2017-01-03 13:57:51,1215.0,Imagine That,"Comedy, Drama, Family, Fantasy",2009-06-12,8b5771257d,4ff1322e13
568,2017-01-03 22:04:11,164563.0,The Late Bloomer,"Comedy, Drama, Romance",2016-10-07,863b39bbe8,8d476bbef8
569,2017-01-03 00:05:32,82736.0,Convenience,Comedy,2015-10-02,7b8d877f2d,28f628cf8c
570,2017-01-03 01:19:06,5500.0,Death Wish V: The Face of Death,"Action, Crime, Drama, Thriller",1994-01-14,0f8ec13e69,8981732f46
571,2017-01-03 03:14:49,44625.0,Cartel Land,Documentary,2015-07-03,59588218aa,a6fba0f61c
572,2017-01-03 08:14:21,4905.0,Escorts,Documentary,2015-05-21,2dfb5d54fe,645b9904c8
573,2017-01-03 12:10:28,12404.0,Think Like a Man Too,"Comedy, Romance",2014-06-20,a0fe49f889,7c7a682529
574,2017-01-03 15:22:59,6440.0,Ender's Game,"Action, Adventure, Fantasy, Sci-Fi",2013-11-01,91ad26f32a,932729c548
575,2017-01-03 16:56:11,6081.0,Hush,"Horror, Thriller",2016-04-08,08cd9e0989,ac1a09888c
576,2017-01-03 18:38:21,9063.0,The End of the Tour,"Biography, Drama",2015-11-12,a44e6d56a8,9161eb4f59
577,2017-01-03 21:40:15,85135.0,The Shawshank Redemption,Drama,1994-10-14,ccba14772d,a5c019d1a4
578,2017-01-03 23:12:14,170235.0,Frontline Fighting: Battling ISIS,Documentary,2015-09-16,01e5092b5d,775a8ab995
579,2017-01-03 23:41:10,6089.0,Jack Ryan: Shadow Recruit,"Action, Drama, Thriller",2014-01-17,893b098d8e,251a19b641
580,2017-01-03 00:26:10,53183.0,Final Destination 2,"Horror, Thriller",2003-01-31,7a50fb5749,075200b124
581,2017-01-03 17:03:54,169359.0,Men in Black 3,"Action, Adventure, Comedy, Sci-Fi",2012-05-25,4f1cf3c2dc,faefaa62d2
582,2017-01-03 21:15:18,84637.0,Jane Got a Gun,"Action, Drama, Western",2016-01-29,75b2709654,99a45d94c3
583,2017-01-03 22:05:04,507.0,Natural Selection,"Drama, Thriller",2016-12-01,ed2f7aad6a,059f371467
584,2017-01-03 23:19:00,33574.0,The Jihadis Next Door,Documentary,2016-01-19,01230408ce,b6b51a8e70
585,2017-01-03 00:24:14,9357.0,Rats,"Documentary, Horror",2016-12-16,d151768baa,b25918e854
586,2017-01-03 00:32:08,52775.0,Annie Hall,"Comedy, Romance",1977-04-20,c01c797ab9,ab13dbeab3
587,2017-01-03 01:33:48,17890.0,Flashback,"Action, Adventure, Comedy, Crime, Drama",1990-02-02,a444302d9f,d4636745d0
588,2017-01-03 02:05:01,73307.0,The Interview,"Action, Adventure, Comedy",2014-12-24,2d01b1371c,21bbedc06d
589,2017-01-03 03:12:14,1108.0,The Shawshank Redemption,Drama,1994-10-14,ccba14772d,a5c019d1a4
590,2017-01-03 06:15:55,17346.0,Pride and Prejudice and Zombies,"Action, Comedy, Fantasy, Horror, Romance",2016-02-05,a662eb57da,b9c100523b
591,2017-01-03 13:50:10,5886.0,Ouija,"Horror, Mystery, Thriller",2014-10-24,507fe60bd0,d3eced9949
592,2017-01-03 15:12:33,5565.0,Final Destination 3,"Horror, Thriller",2006-02-10,19e0412a90,075200b124
593,2017-01-03 15:39:34,625983.0,Cartel Land,Documentary,2015-07-03,59588218aa,a6fba0f61c
594,2017-01-03 18:42:18,6127.0,The Water Diviner,"Drama, History, War",2014-12-26,7165c2fc94,b3e4a5f055
595,2017-01-03 19:13:45,21156.0,The Fundamentals of Caring,"Comedy, Drama",2016-06-24,93cacc361c,957e95f6b1
596,2017-01-03 20:17:12,2397.0,Just the Way You Are,"Comedy, Romance",2015-05-09,250612927a,18c10ac8e5
597,2017-01-03 20:36:45,125699.0,Pride and Prejudice and Zombies,"Action, Comedy, Fantasy, Horror, Romance",2016-02-05,a662eb57da,13b2e63f18
598,2017-01-03 20:44:42,81844.0,Bicentennial Man,"Comedy, Drama, Sci-Fi",1999-12-17,a507f57d3f,f8b8b88b96
599,2017-01-03 23:26:07,6488.0,The DUFF,"Comedy, Romance",2015-02-20,cca7749d82,5932529ae3
600,2017-01-03 03:44:07,39859.0,Maximum Ride,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Thriller",2016-08-30,fff9fbe077,9e3f4c2046
601,2017-01-03 10:22:14,1507.0,LEGO Jurassic World: The Indominus Escape,"Animation, Adventure, Family",2016-10-03,cbc39ebd26,4962602e81
602,2017-01-03 18:37:52,1138.0,Hush,"Horror, Thriller",2016-04-08,08cd9e0989,ac1a09888c
603,2017-01-03 20:17:02,600.0,November Rule,Comedy,2015-02-14,336689ad43,3cb7c08928
604,2017-01-03 20:57:36,610101.0,Amanda Knox,"Documentary, Crime",2016-09-30,cb6d7afd76,573549c9c9
605,2017-01-03 02:53:03,1270.0,Enough,"Crime, Drama, Thriller",2002-05-24,9d046162e5,8981732f46
606,2017-01-03 07:44:57,944.0,Inside,Horror,2007-06-13,53a05fdf5b,f9a35f2935
607,2017-01-03 15:29:07,5257.0,Unthinkable,"Crime, Drama, Thriller",2010-05-26,fff8437fe1,c126e711dc
608,2017-01-03 18:15:45,1547.0,Escorts,Documentary,2015-05-21,2dfb5d54fe,b6b51a8e70
609,2017-01-03 20:07:31,685.0,London Has Fallen,"Action, Thriller",2016-03-04,f77e500e7a,c890897669
610,2017-01-03 21:21:35,8205.0,Under The Skin,"Drama, Horror, Sci-Fi, Thriller",2014-03-14,3d17318c73,9161eb4f59
611,2017-01-03 01:44:27,3848.0,Marci X,"Comedy, Music",2003-08-22,b449452096,9496131687
612,2017-01-03 02:28:22,600.0,The Equalizer,"Action, Crime, Thriller",2014-09-26,c738cc60db,b1e214dc25
613,2017-01-03 12:48:13,784.0,The Twilight Saga: New Moon,"Adventure, Drama, Fantasy, Romance",2009-11-20,5d495dbf00,924e7157de
614,2017-01-03 17:23:10,471.0,Equilibrium,"Action, Drama, Sci-Fi, Thriller",2002-12-06,a453f044cf,932729c548
615,2017-01-03 20:18:56,63618.0,London Has Fallen,"Action, Thriller",2016-03-04,f77e500e7a,c890897669
616,2017-01-03 00:10:34,63574.0,Varsity Blues,"Comedy, Drama, Romance, Sport",1999-01-15,a2176d99b0,93e9369e81
617,2017-01-03 02:10:39,7093.0,Palm Trees in the Snow,"Drama, Romance",2015-12-25,7c3bbb12e0,8e1be40e32
618,2017-01-03 08:01:21,4437.0,Inside,Horror,2007-06-13,53a05fdf5b,f9a35f2935
619,2017-01-03 11:30:15,7741.0,Fury,"Action, Drama, War",2014-10-17,3d60fbd028,6b5e312261
620,2017-01-03 14:23:24,9913.0,London Has Fallen,"Action, Thriller",2016-03-04,f77e500e7a,0cfc45f1b6
621,2017-01-03 16:45:44,14662.0,The Final Destination,"Horror, Thriller",2009-08-28,c9914fdad5,075200b124
622,2017-01-03 16:56:59,7046.0,Fair Game,"Biography, Drama, Thriller",2010-12-03,4d5331b462,c126e711dc
623,2017-01-03 18:19:40,97150.0,Criminal,"Action, Sci-Fi, Thriller",2016-04-15,567629ee78,8a757371a2
624,2017-01-03 18:42:40,475.0,Only the Dead,"Documentary, Biography, History, War",2016-02-15,202e59f335,b6b51a8e70
625,2017-01-03 19:22:22,278550.0,Rise of the Guardians,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",2012-11-21,1b7fe32cdc,d2b634b270
626,2017-01-03 19:41:46,13567.0,Lucy,"Action, Sci-Fi, Thriller",2014-07-25,b0e0b5c31d,4139dbcc44
627,2017-01-03 20:07:57,1126.0,The Guv'nor,Documentary,2016-10-05,2f02c79686,4b1bb4dd79
628,2017-01-03 22:35:02,6512.0,Criminal,"Action, Sci-Fi, Thriller",2016-04-15,567629ee78,9b2c8a0024
629,2017-01-03 23:14:25,600.0,The Final Girls,"Comedy, Drama, Fantasy, Horror, Thriller",2015-11-05,ed82545a70,45a3dd28e1
630,2017-01-03 23:35:33,605480.0,Pride and Prejudice and Zombies,"Action, Comedy, Fantasy, Horror, Romance",2016-02-05,a662eb57da,3986f06882
631,2017-01-03 00:27:29,85320.0,Match Point,"Drama, Romance, Thriller",2006-01-20,8a135937a9,fb63ffb088
632,2017-01-03 00:45:57,151926.0,Eddie the Eagle,"Biography, Comedy, Drama, Sport",2016-02-26,339460099f,68028d6837
633,2017-01-03 20:22:01,5400.0,Bee Movie,"Animation, Adventure, Comedy, Family",2007-11-02,257f9d2f23,7c7a682529
634,2017-01-03 20:27:02,3000.0,The DUFF,"Comedy, Romance",2015-02-20,cca7749d82,3cb7c08928
635,2017-01-03 20:49:54,4548.0,The SpongeBob SquarePants Movie,"Animation, Action, Adventure, Comedy, Family, Fantasy",2004-11-19,a80d6fc2aa,af76ade535
636,2017-01-03 20:50:06,86976.0,Friday the 13th,"Horror, Mystery, Thriller",2009-02-13,f1ef7f9e2d,075200b124
637,2017-01-03 22:24:44,173984.0,Home,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",2015-03-27,5b545c7e14,852a6ac3c1
638,2017-01-03 23:09:01,14090.0,Spijt,"Drama, Family, Music",2013-06-20,260aa28707,a02a0743c1
639,2017-01-03 09:16:57,8309.0,Detective Dee and the Mystery of the Phantom Flame,"Action, Adventure, Drama, Fantasy, Mystery",2010-09-30,c92f51c742,f9a35f2935
640,2017-01-03 14:19:31,600.0,Ender's Game,"Action, Adventure, Fantasy, Sci-Fi",2013-11-01,91ad26f32a,bf53608c70
641,2017-01-03 15:13:03,600.0,The Interview,"Action, Adventure, Comedy",2014-12-24,2d01b1371c,076b8f97a5
642,2017-01-03 15:13:42,16840.0,Criminal,"Action, Sci-Fi, Thriller",2016-04-15,567629ee78,0823fa7f47
